,phrase,skill
1688,analytical,0
2262,dialup,0
741,gpa,0
2136,xml apis,1
2349,java developer start date/ time,0
554,mic word,0
522,javascript programmer location,0
472,3-5 years,0
5,c#,1
2304,united factors group llc,0
1858,schemas,0
2406,unix systems administrator usa/06,0
453,application,1
257,portal,0
794,publishing tools,0
2275,arevik ashkharoyan,0
1033,gps,0
1632,orm,1
699,donors,0
2359,quality assurance engineer location,0
2407,qt,0
858,Internet access administration,1
2477,rfid,0
233,orion,1
897,charts,0
1990,database/ software architect term,0
2402,nis,0
984,practice,0
1779,andranik grigoryan,0
959,VC++,1
2297,software developer/ programmer,0
908,obtain,0
1559,webb fontaine armenia,0
1505,java professionals,0
1407,senior j2ee core developer,0
541,advanced java developer location,0
315,JFC,1
86,R,1
256,ER-diagrams,1
510,C,1
1011,fill,0
995,client-server,1
857,e-mail server administration,1
1853,system performance,0
391,SolidWorks,1
1264,wan/lan,1
1901,xml/ rss,1
599,dating,0
1975,systems administrator announcement code,0
2329,microsoft window,0
431,spare parts,0
595,email,0
242,VBScript,1
200,maintenance,1
229,SQL design,1
2104,vagarshyan str,0
440,information,0
1892,asp.net 2.0,1
546,Strong problem-solving skills,1
308,plan,0
89,jsp,1
756,Corel Dra,1
1090,listening,0
1774,hardware repair specialist/ electrician open to/ eligibility criteria,0
100,taught,0
872,mathematics,1
468,java/c++ programmer location,1
446,backup,0
747,delivered,0
88,java,1
1842,web developer open to/ eligibility criteria,0
1574,international development,0
644,invest,0
489,sos mother coordinator,0
478,MySQL,1
2308,deluxe technologies,0
1496,teryan st.,0
78,demographic survey data,1
345,duration,0
1472,system administrators/ software engineers start date/ time,0
313,ER-Win,1
719,vs.net,1
154,perl,1
17,yerevan,0
1151,central bank,0
32,graphic designer position location,0
1653,cd-rom,0
1093,client/server internet systems,1
610,MS Outlook Express,1
79,day-to-day work,0
2101,testing tools,0
2076,graph,0
681,Photo Shop,1
155,ruby,1
217,interview,0
677,deep,0
487,equivalent combination,0
1385,jsp/servlets/jsf/jdbc,1
837,lycos hosting,0
487,national director,0
953,etsi,0
1787,visual basic 6.0,1
1461,synopsys armenia cjsc,0
719,system Security issues,0
1070,aharonyan st.,0
327,ms sql server,1
1872,delphi 7,0
1536,google,0
1422,software developer c++/c,0
479,ltd,0
313,argel,0
850,itdc title,0
1399,java developers,0
620,web developer start date/ time,0
1272,p. adamyan,0
871,usaid,0
36,ISO,1
1381,inc./armenia title,0
1964,expertise along specific law-enforcement aspects,0
2486,qt 4.x,0
275,user,0
1646,ntsc,0
397,selp,0
1459,ic,1
770,similar position preferable,0
2168,intesys group,0
591,positive relationships,0
424,business programming,1
881,network security,0
2238,database management specialist location,0
2090,armen high tech company,0
1411,merdzavan,0
1343,competitive,0
138,58-14-50 Please,0
1762,software qa engineer term,0
611,renderx,0
214,short-listed candidates,0
222,defined,0
419,new technologies,1
846,Exact worker,0
267,SAX,1
950,either C/C++ and/or Java,1
801,intended audience,0
1722,tbilisi,0
1625,minimum 3,0
2372,cascade bank,0
128,e-mail tocrrc @,0
1883,struts framework,0
2158,group company,0
952,tools,0
2353,learn,0
816,AML/CFT,0
2211,smart systems llc,0
453,master,0
52,JavaScript,1
1592,uae job description,0
515,freehand graphical designer location,0
2019,teryan str,0
2167,intesys csjc,0
750,preferable UML,0
235,dhtml,1
1658,adobe photoshop cs,1
1389,software developer 1,0
1099,p0501 location,0
80,codedui,1
1602,hdl,0
1218,vb .net,1
886,technical English language,0
1437,sdlc,1
1131,foreign minstry title,0
323,rosak @,0
1012,undo,0
1866,pc/ lan,0
202,REMUNERATION,0
871,applied,0
501,accomplish goals,0
2031,zod,0
172,VB,1
833,documentary film,0
2224,smart tech llc title,0
190,software application development,1
829,Criminal Codes,0
1675,html/css/javscript,1
1844,nalbandyan 13,0
414,research service enhancements,1
849,detail/ accuracy,1
218,PM,0
260,JDBC,1
962,assembly,0
2488,icwb,0
43,/,0
229,tomcat,1
707,state engineering university,0
260,oracle lite,1
246,+,0
1517,analog,0
13,Demographic Analysis Workshop DURATION,0
68,estimates,0
2399,rn001,0
1120,html/css/javascript coders location,0
1344,female,0
910,Operates,0
681,armentel jv cjsc,0
1067,Portal Servers,0
318,EJB,1
2001,sql 2005,1
2431,rational visual test/robot,0
1054,Quicken,0
151,internet,1
877,stylesheet,0
985,communicate,0
504,Relevant university degree Yerevan State University,0
2295,offshoresoft.de gmbh title,0
858,ms outlook express,1
710,xml/xsl,1
1522,apg armenia title,0
76,caucasus research resource centers-armenia 52,0
2243,industrial/ graphic designer start date/ time,0
234,performance optimization,1
1232,broncoway llc title,0
1128,ms visual studio,1
133,plsql,1
1836,abovyan,0
1888,java script/ html/ xml,1
609,MS Front Page,1
431,programmer,0
927,burlington,0
125,game development,0
1298,quality assurance engineers,0
1021,techno,0
734,graphic design,1
2110,gui,0
42,essential,0
2379,mobile ce,0
1734,fadf,0
77,official census,1
1473,system,0
2263,netsys jv llc,0
511,Fresh graduates,0
425,contact,0
179,motivated,0
704,servlet,1
18,html,1
123,meet,0
1712,php programmer duration,0
2091,kimbara entertainment software company title,0
2364,senior tester,0
2222,jakarta/ tomcat,0
2230,pixel ltd title,0
1556,Sep-05,0
367,IC Design,1
436,analytical skills,1
1886,uneversity,0
2003,web applications development,1
132,database,1
492,sos,0
1704,j2ee/ ejb,1
194,web,1
978,coral draw,1
708,Oct-04,0
823,Laws,0
259,oracle 8i/9i,1
435,boston usa,0
957,cv/resume,0
967,systems administrator location,0
579,analysis,0
675,training skills,0
1741,globalsoft cjsc title,0
2102,testing tool,0
178,access,1
1105,cch,0
266,XSL,1
56,ASP.Net,1
347,Automation,1
357,wsdl,1
47,armenia,0
684,define,0
1698,turbo cad,0
306,master,0
62,demographers,0
880,trainer,0
257,Rational Rose,1
717,inc. armenian office,0
1048,innovative ideas,0
971,advanced server,0
2338,cmos ic,0
237,DTS,1
1049,gevork grigorian,0
2348,rur,0
464,Corel Draw,1
2448,database skills,0
36,job responsibilities,0
645,tasks,0
2495,microsoft windows mobile,0
332,Forte,1
2151,mariam fainberg,0
519,high,0
314,Visio Java,1
598,chat,0
476,technology,1
463,ms office 2000,1
593,russia,0
409,communication/organizational,0
1000,january/ february duration,0
211,send,0
263,Java Servlets,1
1488,cards credit manager,0
603,lycos communities multinational,0
947,sr. rf design engineer term,0
1054,ministry,0
1676,pa government services inc,0
1987,application_eng.zip,0
1239,systems experts term,0
2330,communications corporation,0
191,inc,0
3,Windows,1
1747,developers,0
628,UNIX,1
43,FIS Profile,1
680,Coral Draw,1
70,Western Asia,0
57,SQL Server 2005,1
797,developer c++ term,1
2499,web developer/ designer term,0
337,exchange,0
2156,cad/ cam,0
763,OOA/OOD,1
458,open to/ eligibility criteria,0
886,change requests,0
1028,Linux environments,1
1807,isa,0
534,Object-oriented development,1
2009,gif,0
2210,systems llc,0
12,Armenia TITLE,0
679,solaris,1
867,websites,0
1029,high load systems,0
993,Strong logic,1
346,etc,1
567,prototypes,0
228,credit obligations,0
1101,web programmer announcement code,0
980,software engineer,0
465,Adobe Photoshop,1
928,Microsoft,0
349,java web applications required qualifications,0
538,dba,1
1313,spss,1
2122,win xp,1
632,Aug-08,0
1184,Apr-05,0
2281,serve,1
35,demographic estimates,0
406,Photoshop,1
1452,artificial intelligent,1
606,lycos communities,0
1881,jakarta tomcat servlet container,1
596,office applications,1
331,emv application procedures,0
2444,php programmer term,1
212,Komitas,0
866,protect,0
685,os,1
47,ASP.Net,1
127,marine,0
1939,Mar-06,0
2218,my-sql,1
836,lycos hosting start date/ time,0
1405,j2ee core developer term,0
43,Health Survey,0
1641,marketing department,0
819,software engineers location,0
2472,administrative assistant,0
1839,directx,1
869,Microsoft Certified Professional status,0
25,Jan-04,0
1982,tk,0
1445,programmers start date/ time,0
970,algorithms development,1
2260,netsys jv llc title,0
1468,aram.tovmasyan,0
455,perform,0
1970,cqgs,0
703,reproductive health and/or family medicine practices,0
830,active script,0
899,surveys,0
524,document.object.model,1
208,ibm websphere,0
2340,international organization,0
2503,macromedia flash actionscript,1
528,Armenian Software,0
881,networking,1
1071,physical design department announcement code,0
367,web programmer term,0
758,university,0
965,commercial law,0
1561,switzerland,0
1084,timely fashion,0
381,educational waivers,0
919,microsoft office pro,1
780,web programming,1
2261,support engineer announcement code,0
456,co,0
1760,damaris,0
1645,pal,0
41,Fiserv,1
42,TCS BaNcs,1
651,website administration,1
484,concepts,0
175,javascript/vbscripts,1
637,ascp,1
519,platforms,0
924,ood,0
1091,comprehension,0
2292,database developer start date/ time,0
2203,gif/ flash banners,1
923,edms,1
1149,pearl,1
1479,teghekagir,0
1386,java script/html/xml,1
219,rational rose,1
2184,integration services,0
2385,/ c++,1
2311,audit manager,0
1631,java scripts,1
548,improve,0
1746,software developer open to/ eligibility criteria,0
2363,anahit krishchyanakrishch,0
838,card,0
281,PL/SQL,1
33,jquery,1
129,position location,0
834,c++ developer start date/ time,0
2081,ahtcs r,0
762,Nov-04,0
2352,senior qa,0
595,Computer literacy,0
775,job description,0
961,OOP,1
1201,short,0
889,clarify,0
1227,sybase asa,0
388,designing,0
1162,aml/cft2,1
192,computer graphic designer location,0
1215,network administrator,0
975,standalone applications,0
1088,software developer/programmer term,0
451,nt/2000/xp,1
2380,java location,0
1348,time start date/ time,0
1767,spring,1
2108,armenian branch title,0
31,llc job title,0
2192,street,0
2236,d-link,0
1943,team leader,0
836,include,0
1033,credits,0
726,wrc,0
983,c++ / stl,1
30,Feb-04,0
2440,/.net,1
1175,form,0
1074,Vector mathematics,1
1156,anti-money laundering,0
241,ant,0
1915,c/ c++,1
1728,vb.net/c,1
2371,plastic cards manager,0
985,technical english,1
445,develop,0
551,website moderator term,0
185,demonstrate,0
1137,adobe family,1
928,american,0
1037,bootp,0
1617,irex armenia,0
1050,maridansoft,0
582,germany,0
2424,universal credit company,0
916,washington,0
85,abelyan,0
137,january,0
1016,JSP/Servlets/,1
1674,programmer/ coder,0
137,Website,0
2247,industrial/ graphic art design,0
770,vb.net,1
321,microsoft visual studio.net,0
480,sos cv armenia title,0
1310,grant,0
2123,layout design engineer term,0
517,Unix,1
338,Scripting,1
589,establish,0
835,php developer,0
145,olap,1
1050,team- building,0
2037,mher mkrtchyan,0
286,unicad cjsc,0
53,based,0
507,Team worker,1
1894,ms sql server 7.0,1
220,j2se,1
779,web design tools,1
642,tomcat,1
1725,.net solution developer/ project manager,0
238,oracle 8i,1
2077,computational,0
516,chat/flirt/games community,0
312,free reading,0
1871,computer programmer,0
2478,architect,1
1113,web graphic designers,0
2195,Sep-08,0
336,CS/EE,0
457,Object Oriented programming,1
2056,spyur information centre co.ltd title,0
372,graphic designer location,0
405,batumi branch,0
1489,cards credit department,0
55,Jquery,1
179,proxies,0
652,Master,0
98,demography,0
745,cascade capital holdings cjsc title,0
640,AS400,0
273,IBM WebSphere,1
618,projects,0
512,Willingness,0
219,COMPANY,0
1337,borland integrated development environment,0
139,inc. job title,0
2403,systems administrator sa/06,0
2494,smartphones,0
1493,cards,0
1139,macromedia family,1
1370,k telecom cjsc title,0
679,smooth operation,0
316,Swing,1
498,llc title,0
147,Apr-04,0
1079,Abstract thinking,0
1633,afc,0
2305,deluxe technologies title,0
1419,koan technologies,0
1521,Aug-05,0
2356,wifi,0
383,Mechanical Engineering,0
442,support,0
2473,inc. synergys,0
2083,assign,0
254,Sun J2EE Patterns,1
1870,computer programmer announcement code,0
424,JSP/Servlets,1
841,Windows XP installation,0
2452,synergys support team,0
433,yerevan armenia,0
2442,lg023,0
751,creating,0
2007,graphics designer term,0
753,Dedicated,0
1086,Mar-05,0
2186,virtual solution,0
695,web developer term,0
2319,html/ css/ javascript,1
1026,existing,0
1133,foreign affairs,0
2117,sw,0
559,coreldraw,0
294,vlsi,0
1644,movies,0
1291,"amd 170,000",0
900,analyzing,0
458,C++,1
290,skills/knowledge,0
1334,inecobank,0
672,configuring,0
1406,j2ee/ejb,1
1983,incomplete,0
400,plating,0
1261,on-line,0
207,intent,0
16,isakov avenue,0
1754,level3,0
311,conduct,0
2378,j2me,1
1319,avc,1
518,operating,1
18,population projection,1
1550,abs,0
2382,j2ee web applications,1
2235,ata,0
2120,aua,0
374,GDSII,1
759,office,0
28,xquery,1
1097,object oriented ms windows c++,1
773,runsign title,0
1279,government,0
833,object,0
1458,software engineer term,0
1311,word,0
1753,xml dom level2,0
1887,information technologies,0
231,oracle9i application server,1
1183,ms windows c++,1
2501,graphical design,1
2018,agriculture/ finance,0
299,compulsion,0
1398,belgium,0
141,learned,0
1715,Nov-05,0
1491,sme,0
783,structures,0
1375,cs,0
688,xp,1
410,Macromedia Dreamweaver,1
362,General programming,1
171,cgi,1
136,yerevan 375033,0
1392,software developers term,0
1358,remote,0
1672,fardesign title,0
483,Quick,0
687,creating,0
785,ssh,1
2239,gis specialist,0
153,Information Technology,0
236,database architecture,1
375,counter-trafficking,0
1684,regulatory strengthening,0
1430,heifer armenia,0
199,software setup,1
2232,pixel ltd,0
434,boomerang software,0
374,umcor,0
378,responsibilities,0
2202,publishing,0
799,Engineering,0
1697,archie cad,0
1253,crs,0
583,managerial skills,1
1127,ooa/ood,0
1615,international research,0
664,dlt,0
743,deadlines,0
2105,journal,0
101,consecutive translation,0
582,Strong leadership,1
1390,ms. anahit sargsyan office manager tel,0
408,loan,0
460,file formats,1
1613,sayat nova,0
20,css,1
317,software project outsource,0
1088,English language skills,0
366,odyssee productions title,0
605,Office Programs,1
2205,maya,1
2479,rtos,0
749,antivirus maintenance,1
114,Saturday,0
360,Candidate,0
2316,content management system,0
943,source control,0
710,Operating,0
280,Databases,1
527,content management tools,1
27,evaluation,1
1830,virage logic title,0
512,additionally lycos armenia,0
78,ISMS,1
861,java-2,1
110,finishing,0
1077,physical design department,0
814,portfolio upon submission,0
1150,php programmer location,1
875,server technology,1
2070,cc,0
60,JBoss ESB,1
989,.NET framework programming,1
267,tcl,1
330,desirable Oracle JDeveloper,1
1956,web site,0
1371,systems administrator term,0
1519,gallery systems,0
1212,webserver,0
768,.NET framework,1
45,nalbandyan str.,0
226,payment patterns,0
278,CSS,1
72,friday,0
1024,Eclipse,1
1884,senior executive,0
583,sweden,0
2119,american university,0
932,Team,0
762,basic concepts,0
122,feel,0
818,Financial Laws,0
2468,title,0
946,MSc,0
97,ameria cjsc job title,0
764,object-oriented,1
1999,framework,0
1136,ms windows 9x/2000/xp,1
870,software engineering,1
1015,webpages,0
876,WAN/LAN setup,1
1047,extensive travel,0
250,Modeling,1
1814,Jan-06,0
1132,web master term,0
878,adobe illustrat.,0
918,SPSS,1
2343,it/ database manager term,0
1721,altysoft ltd.,0
273,kachgrind,0
1378,vc++,1
1397,brussels,0
1634,credit department,0
1005,Collaboration Data Objects\CDO,1
554,processes,0
860,time,0
1409,jv llc title,0
732,procedure manuals,0
1013,graphics web designer start date/ time,0
153,c,1
427,post,0
263,unicad cjsc title,0
813,cases,0
1306,integrity,0
233,indexes,1
765,MS Visual Studio environment,1
532,send,0
643,Independent,0
1581,industry,0
756,hardware maintenance,1
114,c++/visual c++,1
1776,ups,0
733,technical,0
2085,cmmi,1
77,abovyan street rooms 305,0
469,spoken,0
1984,language,0
195,applications,1
1029,snmp,0
1057,Several years,0
819,regulating,0
1716,altysoft ltd title,0
979,photo shop,1
2446,apache web server,1
365,Physical Design Analysis,1
1695,tavoush,0
1744,globalsoft cjsc,0
24,application deadline,0
1991,database/ software architect,0
1180,internet systems,0
689,Business Administration,0
807,capacity,0
1469,Jul-05,0
790,cross-browser coding requirements,0
102,Mar-04,0
156,Master's Degree,0
390,complete machinery,0
1001,flash action,0
2511,tbilisyan highway,0
892,Skilled,0
286,development,0
249,jfc,1
577,strategic management,1
2301,united factors group llc title,0
2299,acrobat reader,1
1595,build,0
1141,urls,0
633,application,0
2279,it/,0
128,acra credit bureau job title,0
1953,mine action,0
540,market,0
281,design,0
47,given,0
232,many hotfixes,1
1119,web coder open to/ eligibility criteria,0
754,responsible person,0
444,WAN,1
192,client/server applications,1
1575,grant thornton amyot,0
2298,analyze software application code,0
731,business correspondence,0
2063,e,0
282,yield,0
834,oriented,0
391,php/my sql,1
2008,graphics designer,0
964,full project lifecycle,1
395,project harmony armenian,0
193,and/or,0
701,relate,0
1863,synopsys international ltd. additional,0
476,cit,0
1446,armenia please,0
377,increasing,0
16,perl,1
2194,pa government services,0
1761,career center ngo title,0
1890,programmer/ developer term,0
2020,development llc title,0
1608,unix/linux servers,0
1782,nork marash medical center,0
696,health financing,0
80,make,0
196,running,0
1401,ear,0
2005,sql server term,0
1777,k. ulnetsi,0
1794,system/network administrator,0
29,sql,1
1061,marina vardanyan,0
461,scs,0
2451,ms windows 9x/2k/xp,1
1002,flash action scripting,1
1060,J,0
19,xml,1
942,development methodologies,0
1895,xml/ xslt,1
791,HTML/XHTML,1
1078,pd_se_0001 location,0
55,devoted,0
1236,broncoway llc,0
347,java web applications,0
87,academic institutions,0
841,informix,1
1541,ms visual basic 6.0,1
2454,synergys,0
537,record,0
11,company,0
667,Proxy/Firewall technology,1
60,reports,0
2290,vs 2005,1
1198,resumes,0
1056,moh,0
851,Linux/UNIX,1
802,date/ time,0
1007,macromedia director,0
540,preferred qualifications,0
1295,yerevan e-mail,0
638,state bureau,0
691,government structures,0
895,numbers,0
244,rational clearcase,0
1514,complex html gui,0
1030,technologyies,0
806,finance,0
1041,financing,0
145,January,0
1034,micro-credits,0
8,ms sql 2000,1
731,cola hellenic bottling company armenia title,0
2208,portfolio,0
1927,enerpac,0
76,sharepoint,1
926,jrun,0
2500,web programming,1
135,komitas 8/33,0
439,field,0
209,microsoft .net,1
890,Statistics,0
71,network technologies,1
54,Silverlight,1
848,Microsoft C,1
1302,ado,1
385,machine design,0
2388,msn,0
1324,ravereports,0
1528,ip addresses,0
948,Software development,1
1931,mining,0
293,Rational ClearQuest,1
601,java/c++,1
59,international programs center,0
2287,analyze,0
1342,ms visual basic,1
575,lycos armenia cjsc title,0
224,jaxp,1
1153,database manager,1
545,sockets,0
2467,voice ip net,0
2048,family foundation,0
643,lycos billing platform start date/ time,0
1064,Application Servers,1
163,web design title,0
1775,high technical institutions,0
2023,tester/ quality assurance engineer,0
240,OLAP,1
410,ms office,1
563,.Net,1
1974,telasco,0
1233,developers term,0
602,lycos communities start date/ time,0
1483,june/ july duration,0
1332,java developer,0
1112,outsourcing armenia,0
413,troubleshoot,1
2,armenia job responsibilities,0
64,education,0
845,Mac,0
105,inc./armenia,0
265,JAXP,1
530,confidential issues,0
360,db administration,1
1046,xml/xslt,1
799,ms visual++,1
356,services,0
245,database schema,1
955,radio engineering,0
1563,experimental,0
28,strengthen,1
343,java developers start date/ time,0
550,rights center title,0
1055,marz,0
2223,experimental llc,0
252,Design Patterns,1
2428,metakortex cjsc,0
1005,flash action scripting 1.0,1
398,microlending unit manager location,0
1967,cis,0
1144,senior web developer,0
1464,java/php developer start date/ time,0
2270,irex mailing lists,0
99,strong,0
228,resin,1
538,delivering,0
2038,credit manager start date/ time,0
1510,jsr168,0
974,server/pc,1
1649,illustrator cs,1
1962,mssql server,1
609,software developer intended audience,0
358,written,0
968,group,0
1267,requirements,0
1353,nork information-analytical center title,0
270,t-shell,1
1671,programs,0
300,design engineer location,0
1257,project coordinator,0
203,depends,0
33,armenia job description,0
2410,bs/ ms,1
2438,lg023 start date/ time,0
2389,h323,0
187,Oracle database,1
523,Office productivity tools,1
11,java,1
1022,developer/ administrator,0
1299,sybase,1
