phrase,skill
ms sql 2000,1
cola hellenic bottling company armenia title,0
portfolio,0
enerpac,0
sharepoint,1
jrun,0
web programming,1
komitas 8/33,0
field,0
microsoft .net,1
Statistics,0
network technologies,1
Silverlight,1
Microsoft C,1
ado,1
machine design,0
msn,0
ravereports,0
ip addresses,0
Software development,1
mining,0
Rational ClearQuest,1
java/c++,1
international programs center,0
analyze,0
ms visual basic,1
lycos armenia cjsc title,0
jaxp,1
database manager,1
sockets,0
voice ip net,0
family foundation,0
lycos billing platform start date/ time,0
Application Servers,1
web design title,0
high technical institutions,0
tester/ quality assurance engineer,0
OLAP,1
ms office,1
.Net,1
telasco,0
developers term,0
lycos communities start date/ time,0
june/ july duration,0
java developer,0
outsourcing armenia,0
troubleshoot,1
armenia job responsibilities,0
education,0
Mac,0
inc./armenia,0
JAXP,1
confidential issues,0
db administration,1
xml/xslt,1
ms visual++,1
services,0
database schema,1
radio engineering,0
experimental,0
strengthen,1
java developers start date/ time,0
rights center title,0
marz,0
experimental llc,0
Design Patterns,1
metakortex cjsc,0
flash action scripting 1.0,1
microlending unit manager location,0
cis,0
senior web developer,0
java/php developer start date/ time,0
irex mailing lists,0
strong,0
resin,1
delivering,0
credit manager start date/ time,0
jsr168,0
server/pc,1
illustrator cs,1
mssql server,1
software developer intended audience,0
written,0
group,0
requirements,0
nork information-analytical center title,0
t-shell,1
programs,0
design engineer location,0
project coordinator,0
depends,0
armenia job description,0
bs/ ms,1
lg023 start date/ time,0
h323,0
Oracle database,1
Office productivity tools,1
java,1
developer/ administrator,0
sybase,1
.NET Assemblies,1
.NET Framework,1
.NET Framework 1,1
.NET Framework 3,1
.NET Framework 4,1
.NET Reflector,1
.NET Remoting,1
ADO.NET (Programming Language),1
ADO.NET Data Services,1
ADODC Class,1
ADOMD.NET,1
ADOdb Database Abstraction Library For PHP,1
ADP Enterprise,1
ADP Reporting,1
ADP SmartCompliance,1
ADP TotalSource,1
ADP Vantage,1
ADP Workforce Now,1
ADT Security Services,1
API Design,1
API Gateway,1
API Management,1
ASP.NET,1
ASP.NET Core,1
ASP.NET Extensions For AJAX,1
ASP.NET Fundamentals,1
ASP.NET MVC 5,1
ASP.NET MVC Framework,1
ActivePerl,1
ActivePython,1
ActiveReports,1
ActiveState Komodo (Unix Text Editors),1
ActiveSync,1
ActiveVOS,1
ActiveX,1
ActiveX Data Objects,1
ActiveX Data Objects For The Windows CE Operating System (ADOCE),1
ActiveX Document,1
ActiveXObject (JavaScript),1
Activeadmin,1
Activeandroid,1
Activecollab,1
Activepivot,1
Activism,1
Activiti (Software),1
Activities Of  Daily Living (ADLs),1
Activity Diagram,1
Activity Manager,1
Activity Monitor,1
Activity Recognition,1
Activity Sequencing,1
Activity-Based Costing,1
Activity-Based Learning,1
Activstudio,1
Actor Model,1
Actuarial Reserves,1
Actuarial Science,1
Acumatica,1
Acupressure,1
Acupuncture,1
Acute Assessment Unit,1
Acute Care,1
Acute Coronary Syndrome,1
Acute Medicine,1
Acute Renal Failure,1
Acute Respiratory Distress Syndrome,1
Ad Hoc On-Demand Distance Vector Routing,1
Ad Hoc Testing,1
Ad Serving,1
Ad Text Optimization,1
Ad Tracking,1
Ad Valorem Tax,1
Ad-Aware,1
Ad-Hoc Configuration Protocols,1
Ada (Programming Language),1
Ada Compliance,1
Ada Programming Support Environment (APSE),1
Adaboost,1
Adafruit,1
Adaptation Kit Upgrade,1
Adapted Physical Education,1
Adapter Pattern,1
Adapter Scripting Language,1
Adapters,1
Adaptive Behavior,1
Adaptive Bitrate Streaming,1
Adaptive Communication Environments,1
Adaptive Control,1
Adaptive Design,1
Adaptive Differential Pulse-Code Modulation,1
Adaptive Equalizer,1
Adaptive Equipment,1
Adaptive Filter,1
Adaptive Insights (Software),1
Adaptive Learning,1
Adaptive Neuro Fuzzy Inference Systems,1
Adaptive Optics,1
Adaptive Reasoning,1
Adaptive Reuse,1
Adcolony,1
Addiction Counseling,1
Addiction Medicine,1
Addiction Recovery,1
Additive Increase/Multiplicative Decrease,1
Additive Manufacturing,1
Additives,1
Address Locator,1
Address Resolution Protocols,1
Address Space Layout Randomization,1
Addressing Modes,1
Addressing Schemes,1
Addthis,1
Adempiere,1
Adenoidectomy,1
Aderant (Software),1
Adhearsion,1
Adhesive Bonding,1
Adhesive Capsulitis Of Shoulder,1
Adhoc Queries,1
Adipose Tissue,1
Adium,1
Adjacency Matrix,1
Adjacent Channel Power Ratios (Power Electronics),1
Adjudication Process,1
Adjustable Gastric Band,1
Adjusted Gross Income,1
Adjusting Entries,1
Adjustment Disorders,1
Adlib Software,1
Admin Tools,1
Administering Blood Tests,1
Administering Cisco Unified Communications Manager And Unity Connection,1
Administering Emergency Oxygen,1
Administrative Agencies,1
Administrative Law,1
Administrative Procedure Act,1
Admiralty Law,1
Admission Notes,1
Admissions Operation,1
Admixtures,1
Admob,1
Adobe AIR,1
Adobe Acrobat,1
Adobe After Effects,1
Adobe Analysis Workspace,1
Adobe Analytics,1
Adobe Animate,1
Adobe Audience Manager,1
Adobe Audition,1
Adobe Authorware,1
Adobe Bridge,1
Adobe Business Catalyst,1
Adobe Campaign,1
Adobe Captivate,1
Adobe ColdFusion,1
Adobe ColdFusion Builder,1
Adobe Connect,1
Adobe Content Servers,1
Adobe Contribute,1
Adobe CreatePDF,1
Adobe Creative Cloud,1
Adobe Creative Suite,1
Adobe Digital Editions,1
Adobe Digital Publishing Suite,1
Adobe Director,1
Adobe Distiller (Software),1
Adobe Dreamweaver,1
Adobe Edge Animate,1
Adobe Elearning Suite,1
Adobe Encore,1
Adobe Experience Manager,1
Adobe Fireworks,1
Adobe Flash,1
Adobe Flash Builder,1
Adobe Flash Catalyst,1
Adobe Flash Lite,1
Adobe Flash Media Servers,1
Adobe Flash Player,1
Adobe Flash Professional,1
Adobe Font Folio,1
Adobe Fonts,1
Adobe FrameMaker,1
Adobe FreeHand,1
Adobe GoLive,1
Adobe Illustrator,1
Adobe ImageReady,1
Adobe InCopy,1
Adobe InDesign,1
Adobe JRun,1
Adobe Kuler (Software),1
Adobe LiveCycle,1
Adobe LiveCycle Data Services (Software),1
Adobe LiveMotion,1
Adobe Livecycle Designer,1
Adobe Marketing Cloud,1
Adobe Muse,1
Adobe PageMaker,1
Adobe PageMill,1
Adobe Persuasion,1
Adobe PhotoDeluxe,1
Adobe Photoshop,1
Adobe Photoshop Album,1
Adobe Photoshop Elements,1
Adobe Photoshop Lightroom,1
Adobe Premiere Elements,1
Adobe Premiere Pro,1
Adobe Presenter,1
Adobe RoboHelp,1
Adobe Shockwave,1
Adobe Soundbooth,1
Adobe Spark,1
Adobe Stock,1
Adobe Streamline,1
Adobe Target,1
Adobe Technical Communication Suite,1
Adobe Type,1
Adobe Type Manager,1
Adobe Ultra,1
Adobe Version Cue,1
Adobe Visual Communicator,1
Adobe XD,1
Adolescent Medicine,1
Adolescent Psychology,1
Adoptions,1
Adplus,1
Adserver,1
Adsorptions,1
Adult Cardiopulmonary Resuscitation (CPR),1
Adult Development,1
Adult Education,1
Adult Protective Services,1
Adult Trauma Life Support,1
AdvFS,1
Advance Design System,1
Advance Fire Fighting,1
Advance Ship Notice,1
Advanced Access Content Systems,1
Advanced Air Traffic Management Systems,1
Advanced Audio Coding (AAC),1
Advanced Authoring Format,1
Advanced Automatic Collision Notification,1
Advanced Boolean Expression Language,1
Advanced Burn Life Support,1
Advanced Business Application Programming (ABAP),1
Advanced Business Language,1
Advanced Cardiovascular Life Support (ACLS),1
Advanced Case Management,1
Advanced Chemistry Development,1
Advanced Civil Speed Enforcement Systems,1
Advanced Combat Direction Systems,1
Advanced Communication Server,1
Advanced Configuration And Power Interface (ACPI),1
Advanced Continuous Simulation Languages,1
Advanced Deep Ocean Search Systems,1
Advanced Design Systems,1
Advanced Disaster Management,1
Advanced Distributed Learning,1
Advanced Distribution Automation,1
Advanced Driver Assistance Systems,1
Advanced Encryption Standard (AES),1
Advanced Filter,1
Advanced Function Presentation,1
Advanced Function Presentation Data Stream,1
Advanced Gunnery Training System,1
Advanced Hazmat Life Support,1
Advanced Health Management Systems,1
Advanced Host Controller Interface,1
Advanced Imaging Technology,1
Advanced Inspection And Protection,1
Advanced Installer,1
Advanced Interactive Multidimensional Modeling System (AIMMS),1
Advanced Joint Effectiveness Model,1
Advanced Linux Sound Architecture,1
Advanced Logic,1
Advanced Manufacturing,1
Advanced Mathematics,1
Advanced Meat Recovery,1
Advanced Message Queuing Protocol,1
Advanced Microcontroller Bus Architecture,1
Advanced Packaging Tool,1
Advanced Process Control,1
Advanced Product Quality Planning,1
Advanced RISC Computing,1
Advanced Rest Client,1
Advanced SCSI Programming Interface,1
Advanced Search Advertising,1
Advanced Search Engine Optimization,1
Advanced Stream Redirector,1
Advanced Technical Information System,1
Advanced Television,1
Advanced Television Systems Committee - Mobile/Handheld (ATSC-M/H) Standard,1
Advanced Traffic Management Systems,1
Advanced Train Control System,1
Advanced Trauma Care For Nurses,1
Advanced Trauma Life Support,1
Advanced Video Coding High Definition (AVCHD),1
Advanced Volatile Threat,1
Advantage Database Servers,1
Adventure Education,1
Adventure Game Studio,1
Adventure Therapy,1
Adversarial Machine Learning,1
Adverse Drug Reactions,1
Adverse Event Monitoring,1
Adverse Possession,1
Advertisement,1
Advertising Campaigns,1
Advertising Mail,1
Advertising Management,1
Advertising Networks,1
Advertising Sales,1
Advertorials,1
Adview,1
Advising,1
Advisories,1
Advisory Circular,1
Advisory Work,1
Advocacy Journalism,1
Adware,1
Adxstudio Portals,1
Aegis Ballistic Missile Defense Systems,1
Aegisub,1
Aerated Lagoon,1
Aeration,1
Aeration Systems,1
Aerators,1
Aerial Cable,1
Aerial Firefighting,1
Aerial Lifts,1
Aerial Photography,1
Aerial Reconnaissance,1
Aerial Refueling,1
Aerial Surveys,1
Aerial Work Platforms,1
Aerobic Conditioning,1
Aerobic Exercises,1
Aerobic Kickboxing,1
Aerobic Organisms,1
Aerobics,1
Aerobiological Engineering,1
Aerodrome Mapping Databases,1
Aerodynamic Heating,1
Aerodynamics,1
Aeromagnetic Survey,1
Aeronautical Fixed TeleCommunication Networks,1
Aeronautical Information Service,1
Aeronautical Message Handling Systems,1
Aeronomy,1
Aeroponics,1
Aerosol Science,1
Aerosols,1
Aerospace Basic Quality System Standards,1
Aerospace Engineering,1
Aerospace Industry,1
Aerospace Materials,1
Aerospace Physiology,1
Aerospike,1
Aerostructure,1
Aesthetic Design,1
Aesthetic Medicine,1
Affiliate Marketing,1
Affiliate Networks,1
Affinity Chromatography,1
Affinity Marketing,1
Affirmative Defense,1
Affymetrix GeneChip Operating Software,1
Aforge,1
African Dances,1
African Studies,1
African-American Literature,1
African-American Studies,1
Afterburner,1
Aftercare,1
Aftermarket Modifications,1
Aftersales,1
Agarose Gel Electrophoresis,1
Agency Law,1
Agent Extensibility Protocols,1
Agent-Based Model,1
Agentsheets,1
AggFlow,1
Agglutination,1
Aggregate Functions,1
Aggregate Level Simulation Protocol,1
Aggregate Planning,1
Aggregation Analysis,1
Aggregator,1
Aggression Replacement Training,1
Agile Central,1
Agile Edge Technologies,1
Agile Leadership,1
Agile Management,1
Agile Methodology,1
Agile Model Driven Development,1
Agile Modeling,1
Agile Product Development,1
Agile Product Management,1
Agile Project Management,1
Agile Projects,1
Agile Software Development,1
Agile Testing,1
Agile Unified Process,1
Amazon API Gateway,1
Amazon Alexa,1
Amazon AppStore,1
Amazon Athena,1
Amazon Aurora,1
Amazon Cloud Directory,1
Amazon Cloud Drive,1
Amazon CloudSearch,1
Amazon CloudWatch,1
Amazon Cloudfront,1
Amazon Cognito,1
Amazon Comprehend,1
Amazon Connect,1
Amazon Data Pipeline,1
Amazon DocumentDB,1
Amazon DynamoDB,1
Amazon ElastiCache,1
Amazon Elastic Block Stores,1
Amazon Elastic Compute Cloud,1
Amazon Elastic Container Registry,1
Amazon Elastic Container Service,1
Amazon Elastic File System,1
Amazon Elastic Kubernetes Service,1
Amazon Elasticsearch Service,1
Amazon Flexible Payments Services,1
Amazon Forecast,1
Amazon GuardDuty,1
Amazon Inspector,1
Amazon Lex,1
Amazon Lightsail,1
Amazon MQ,1
Amazon Macie,1
Amazon Managed Blockchain,1
Amazon Managed Streaming for Apache Kafka (Amazon MSK),1
Amazon Marketplace,1
Amazon Mechanical Turk,1
Amazon Neptune,1
Amazon Personalize,1
Amazon Polly,1
Amazon Product Advertising API,1
Amazon Quantum Ledger Database (QLDB),1
Amazon QuickSight,1
Amazon Redshift,1
Amazon Rekognition,1
Amazon Relational Database Services,1
Amazon Route 53,1
Amazon S3,1
Amazon S3 Glacier,1
Amazon Simple Email Service (SES),1
Amazon Simple Notification Service (SNS),1
Amazon Simple Queue Services,1
Amazon Simple Workflow Service (SWF),1
Amazon SimpleDB,1
Amazon Textract,1
Amazon Timestream,1
Amazon Transcribe,1
Amazon Translate,1
Amazon Virtual Private Cloud (VPC),1
Amazon Web Services,1
Amazon WorkSpaces,1
Apache 1.3,1
Apache Accumulo,1
Apache ActiveMQ,1
Apache Ambari,1
Apache Ant,1
Apache Axis2,1
Apache Beehive,1
Apache CXF,1
Apache Camel,1
Apache Cassandra,1
Apache CloudStack,1
Apache Cocoon,1
Apache Commons OGNL,1
Apache Cordova,1
Apache Derby,1
Apache Directory,1
Azure Cosmos DB,1
Azure DevOps,1
Azure Internet of Things (IoT),1
Azure Kubernetes Service,1
Azure Logic Apps,1
Azure Service Bus,1
Azure Web Apps,1
Backup Express,1
Backup Replication,1
Backup Sites,1
Backup Tools (Backup Software),1
Business Intelligence,1
Business Intelligence Development,1
Business Intelligence Development Studio,1
Business Intelligence Testing,1
Business Intelligence Tools,1
Business Process Automation,1
Business Requirements,1
C (Programming Language),1
C Shell,1
C++ Concepts,1
C++/CLI,1
C++/CX,1
C++14,1
CPython,1
CSQL,1
CSS Codes,1
CSS Frameworks,1
CentOS,1
Centos5,1
Centos6,1
CloverETL,1
Code Testing,1
CodeSynthesis XSD/E,1
CodeView,1
Common Unix Printing System (CUPS),1
CommonJS,1
Component Object Model (COM),1
CoreAVC,1
Corel Linux,1
Cosine Similarity,1
Cron,1
Cucumber.js,1
Data Capture (SQL),1
Data Processing Systems,1
Data Processing Unit,1
Data Profiling,1
Data Quality,1
Data Recovery,1
Data Retrieval,1
Data Science,1
Data Scraping,1
Data Synchronization,1
Data Warehouse Architectures,1
Data Warehousing,1
Data Warehousing And Business Intelligence (DWBI),1
Data Wrangling,1
Data-Structured Language,1
Data.table,1
DataAdapters (ADO.NET),1
Database Administration,1
Database Analysis,1
Database Queries,1
Database Schema,1
Database Virtualization,1
Debian Bug Tracking System,1
Debian Linux,1
Decision Tables,1
Decision Tree Learning,1
Deep Learning,1
Deeplearning4j,1
Dell Boomi (Integration Platform),1
Denormalization,1
Dimple.js,1
DirXML (Novell),1
Distributed Programming,1
Distributed Relational Database Architecture (DRDA),1
Django (Web Framework),1
Doc2vec,1
Docker (Software),1
Docker Container,1
Docker Engine,1
Dplyr,1
DrJava,1
Embedded C,1
Embedded Databases,1
Embedded Java,1
Embedded SQL,1
Embedded Software,1
Embedded Systems,1
Ember.js,1
Express.js,1
Ext JS,1
Ext.NET,1
Face Detection,1
Facebook Graph API,1
Facebook4j,1
Fact Table,1
Fourth Extended Filesystem (Ext4),1
Fourth-Generation Programming Language,1
Framer.js,1
Framework7,1
Fuzzy Control Systems,1
Fuzzy Logic,1
Fuzzy Search,1
Fuzzy Set,1
GTK Sharp,1
GTK+,1
GUI Testing Tools,1
Generic Java,1
Google APIs,1
Google AdSense,1
Google Ads,1
Google Alerts,1
Google Analytics,1
Google App Engines,1
Google Applications,1
Google Apps Script,1
Google Base,1
Google Buzz,1
Google Calendar,1
Google Chart API,1
Google Checkout,1
Google Chrome Frame,1
Google Classroom,1
Google Closure Tools,1
Google Cloud,1
Google Cloud Connect,1
Google Cloud Dataproc,1
Google Cloud Messaging,1
Google Cloud Platform (GCP),1
Google Cloud Print,1
Google Code,1
Google Contacts,1
Google Custom Search,1
Google Dart,1
Google Data,1
Google Desktops,1
Google Display & Video 360,1
Google Drive,1
Google Earth,1
Google File Systems,1
Google Form,1
Google Fusion Tables,1
Google Gadgets,1
Google Gadgets API,1
Google Gears,1
Google Glass,1
Google Groups,1
Google Gson (Java Library),1
Google Guava,1
Google Guice,1
Google Hacking,1
Google Hangouts,1
Google Home,1
Google IME,1
Google Insights For Search,1
Google Kubernetes Engine (GKE),1
Google Latitude,1
Google Maps,1
Google Meet,1
Google News,1
Google Nexus,1
Google Pack,1
Google Patents,1
Google Person Finder,1
Google Places,1
Google Play,1
Google Postini,1
Google Scholar,1
Google Search Ads 360,1
Google Search Appliance,1
Google Services,1
Google Shopping,1
Google Sitemap,1
Google Sites,1
Google Spreadsheets,1
Google Storage,1
Google Street View,1
Google Tag Manager,1
Google Talk,1
Google Tools,1
Google Trends,1
Google Tv,1
Google Urchin,1
Google Wallet,1
Google Wave,1
Google Web Toolkits,1
Google Webmaster Tools,1
Google Website Optimizer,1
Googlebot,1
Googlemock,1
Googletest,1
Gquery,1
Gradient Boosting,1
Gradle,1
GraphQL,1
Graphics API,1
Graphics Library,1
Graphics Processing Unit (GPU),1
Graphlets,1
Graphviz,1
Grid Computing,1
Grid Connections,1
HTML Abstraction Markup Language,1
HTML Application,1
HTML Components,1
HTML Controls,1
HTML Document Object Models,1
HTML Editor,1
HTML Formatting,1
HTML Generation,1
HTML Reports,1
HTML Scripting,1
HTML Tables,1
HTML Tidy,1
HTML-Kit,1
HTML5,1
HTML5shiv,1
HTMLDOC,1
HTMLunit,1
HTMLx - JavaScript On The Server For .NET,1
HTTP Cookie,1
HTTP File Servers,1
HTTP Live Streaming,1
HTTP Tunnel,1
HTTP5,1
HTTrack,1
Heroku,1
Http Headers,1
Http Monitor,1
Http Protocols,1
Http Unit,1
Http2,1
Httpclient,1
Httpd.conf,1
Httperf,1
Httpie,1
Httprequest,1
Httpserver,1
Httpsession,1
Httpunit,1
IBM DISOSS,1
IBM DeveloperWorks,1
IBM Director,1
IBM Disk Storage Systems,1
IBM ES/9000 Family,1
IBM ESA/390,1
IBM EServers,1
IBM Electric Typewriter,1
IBM Entity Analytics Solutions (EAS),1
IBM Fibre Connection (FICON) Protocol,1
IBM Forms Server,1
IBM General Parallel File Systems,1
IBM Generalized Markup Language,1
IBM HTTP Servers,1
IBM Hardware Management Console,1
IBM High Availability Cluster Multiprocessing,1
IBM High Level Assembler,1
IBM I,1
IBM IKJEFT01,1
IBM ILOG CPLEX Optimization Studio (CPLEX),1
IBM InfoPrint Manager,1
IBM InfoSphere (ETL Tools),1
IBM InfoSphere DataStage,1
IBM Information Management System,1
IBM Informix,1
IBM Informix Dynamic Server,1
IBM Informix ESQL/C,1
IBM Informix-4GL,1
IBM Intelligent Printer Data Stream (Computer Printing),1
IBM LAN Servers,1
IBM LU6.2,1
IBM Lotus Domino,1
IBM Lotus Forms,1
IBM Lotus Freelance Graphics,1
IBM Lotus INotes,1
IBM Lotus QuickPlace,1
IBM Lotus Quickr,1
IBM Lotus SmartSuite,1
IBM Lotus Symphony,1
IBM Lotus Word Pro,1
IBM MTCS,1
IBM Magstar ERP,1
IBM Mainframe,1
IBM Mainframe Utility Programs,1
IBM Master Data Management,1
IBM Maximo,1
IBM Microprocessors,1
IBM Network Control Programs,1
IBM Notes,1
IBM OMEGAMON,1
IBM OS/2 (Software),1
IBM OS/390,1
IBM OfficeVision,1
IBM Omnifind,1
IBM OpenDX,1
IBM OpenPower,1
IBM Optim,1
IBM PC Networks,1
IBM PS/ValuePoint,1
IBM Parallel Sysplex,1
IBM Personal Computer,1
IBM Personal Computer XT,1
IBM Personal Computer/AT,1
IBM Personal Computing,1
IBM Personal System/2,1
IBM Planning Analytics Workspace,1
IBM PureQuery,1
IBM QRadar (SIEM Software),1
IBM Query Management Facility,1
IBM RPG (Programming Language),1
IBM RSCT,1
IBM Rational Application Developer,1
IBM Rational Asset Manager,1
IBM Rational ClearCase,1
IBM Rational Clearquest,1
IBM Rational Functional Tester,1
IBM Rational Method Composer,1
IBM Rational Performance Tester,1
IBM Rational SQABasic,1
IBM Rational Software,1
IBM Rational Software Architect,1
IBM Rational Software Architecture,1
IBM Rational Team Concert (Collaboration Tool),1
IBM Rational Unified Process,1
IBM Resource Access Control Facility,1
IBM Services,1
IBM Software,1
IBM Software Configuration And Library Management (SCLM),1
IBM Spufi,1
IBM Storage,1
IBM System I,1
IBM System Object Models,1
IBM System P,1
IBM System RS/6000,1
IBM System X,1
IBM System Z,1
IBM System Z Integrated Information Processor (ZIIP),1
IBM System Z10 (IBM System/360 Mainframe Line),1
IBM System Z9,1
IBM System/3,1
IBM System/34,1
IBM System/36,1
IBM System/360,1
IBM System/370,1
IBM System/38,1
IBM Systems Application Architecture,1
IBM Systems Director,1
IBM Systems Network Architecture,1
IBM TPNS,1
IBM Time Sharing Option,1
IBM Tivoli Directory Servers,1
IBM Tivoli Management Framework,1
IBM Tivoli Storage Manager,1
IBM Tivoli Workload Scheduler,1
IBM TopView,1
IBM TotalStorage Expert,1
IBM Tririga,1
IBM UniCA NetInsight,1
IBM VNET,1
IBM ViaVoice,1
IBM VisualAge,1
IBM WAS,1
IBM WebSphere Adapters,1
IBM WebSphere DataPower SOA Appliances,1
IBM WebSphere MQ,1
IBM WebSphere Message Broker,1
IBM WebSphere Portal,1
IBM WebSphere Portlet Factory,1
IBM WebSphere Process Server,1
IBM WebSphere Software,1
IBM Websphere Application Server,1
IBM Websphere ESB,1
IBM Websphere Edge Components,1
IBM Websphere Host On-Demand,1
IBM Websphere Integration Developer,1
IBM Workload Manager For Z/OS (WLM/SRM),1
IBM Workplace,1
IBM XIV Storage Systems,1
IBM XL C++,1
IBM Z/OS,1
IBM Z/VM,1
IBM ZEnterprise Systems,1
IT Asset And Service Management,1
IT Asset Management,1
IT General Controls (ITGC),1
IT Portfolio Management,1
IT Risk Management,1
IT Sales,1
IT Security Architecture,1
IT Security Documentation,1
IT Service Management,1
IT Service Management Forum,1
IntelliCAD,1
IntelliJ IDEA,1
IntelliPoint,1
Electronic On-Board Recorder,1
Internet Hosting Service,1
Internet Key Exchange,1
Internet Layer,1
Internet Map Server,1
Internet Media Type,1
Internet Message Support Protocol (IMSP),1
Internet Mix,1
Internet Of Things (IoT),1
Internet Printing Protocol,1
Internet Protocol Essentials,1
Internet Protocol Security (IP SEC),1
Internet Protocol Telephony,1
Internet Protocols,1
Internet Protocols Control Protocols,1
Internet Protocols Detail Record,1
JConsole,1
JCreator,1
JDBC Driver,1
JDTS,1
JDesktop Network Components,1
JDeveloper,1
JFace (UI Toolkit),1
JGraph,1
JHTML,1
JIRA,1
JIRA Studio,1
JQuery,1
JQuery Mobile,1
JQuery UI,1
JRuby,1
JavE - Java Ascii Versatile Editor,1
Java (Programming Language),1
Java 11,1
Java 2 Fundamentals,1
Java 2D,1
Java 3D,1
Java 7,1
Java 8,1
Java 9,1
Java API For RESTful Web Services,1
Java API For XML Messaging,1
Java API For XML Processing,1
Java API For XML Registries,1
Java API For XML Web Services,1
Java API For XML-Based RPC,1
Java APIs,1
Java APIs For Bluetooth,1
Java APIs For Integrated Networks,1
Java Access Bridge,1
Java Advanced Imaging,1
Java Agent Development Framework,1
Java Annotation,1
Java Applet,1
Java Application Server,1
Java Architecture For XML Binding,1
Java Architectures,1
Java Authentication And Authorization Services,1
Java AuthoriZatioN (JAZN),1
Java Batch,1
Java Business Integration,1
Java Business Process Management,1
Java Bytecode,1
Java Caps,1
Java Card,1
Java Card OpenPlatform,1
Java Classloader,1
Java Code Coverage Tools,1
Java Collections Framework,1
Java Communicating Sequential Processes (JCSP),1
Java Community Process,1
Java Compilers,1
Java Concurrency,1
Java Console,1
Java Cryptography Architecture,1
Java Cryptography Extension,1
Java Data Mining,1
Java Data Objects,1
Java Database Connectivity,1
Java Decompiler,1
Java Desktop Network Components,1
Java Development Kit,1
Java Development Tools,1
Java Dynamic Management Kit,1
Java EE Application,1
Java EE Connector Architecture,1
Java EE Version History,1
Java Editors,1
Java Enterprise Edition,1
Java Enterprise User Solution (JEUS),1
Java Formal Languages And Automata Package (JFLAP),1
Java Foundation Classes,1
Java GUIs,1
Java Interface Definition Language,1
Java KeyStore (JKS),1
Java Keywords,1
Java Logging Framework,1
Java Management Extensions,1
Java Media Framework,1
Java Message Service (JMS),1
Java Mobile Media API,1
Java Module,1
Java Naming And Directory Interface,1
Java Native Access,1
Java Native Interface,1
Java Network Launch Protocol (JNLP),1
Java Object Oriented Querying,1
Java Open Reliable Asynchronous Messaging (JORAM),1
Java OpenGL,1
Java Package,1
Java Persistence API,1
Java Persistence Query Language,1
Java Platform Debugger Architecture (JPDA),1
Java Platform Enterprise Edition (J2EE),1
Java Platform Micro Edition (J2ME),1
Java Platform Standard Edition (J2SE),1
Java Portlet Specification,1
Java Remote Method Invocation,1
Java Remote Method Protocol,1
Java Rule Engine API (JSR 94),1
Java Runtime Environment,1
Java Scripting Languages,1
Java Secure Socket Extension,1
Java Security,1
Java Servlet,1
Java Simple Plugin Framework (JSPF),1
Java Specification Requests (JSRs),1
Java Speech API,1
Java Speech Markup Language,1
Java Stored Procedure (SQL),1
Java Syntax,1
Java TV,1
Java Telephony API,1
Java Transaction API,1
Java Transaction Service,1
Java Virtual Machine (JVM),1
Java Virtual Machine Tools Interface,1
Java Web Services,1
Java Web Services Development Pack,1
Java Web Start,1
Java XML,1
Java.util.concurrent,1
Java1.4,1
JavaBeans,1
JavaBeans Activation Framework,1
JavaCC,1
JavaFX,1
JavaFX Script,1
JavaMail,1
JavaOS,1
JavaPOS,1
JavaScript (Programming Language),1
JavaScript 1.5 Fundamentals,1
JavaScript Build,1
JavaScript Engine,1
JavaScript Frameworks,1
JavaScript Libraries,1
JavaScript OS,1
JavaScript Style Sheets,1
JavaScriptCore,1
JavaScriptMVC,1
JavaServer Faces,1
JavaServer Pages,1
JavaServer Pages Standard Tag Library,1
JavaServer Web Development Kit (JSWDK),1
JavaSpaces,1
JavaTest Harness,1
Javac - Java Programming Language Compiler,1
Javacv,1
Javadoc,1
Javah,1
Javahelp,1
Javap,1
Javassist,1
Javax Tools,1
Javax.xml,1
Javers,1
Jbutton,1
Jcache,1
Jcarousel,1
Jdk1.4,1
Jdk1.5,1
Jdk1.6,1
Jdk1.7,1
Jdom,1
JobScheduler (Software),1
JointJS,1
Json.net,1
Jsonpath,1
Julia (Programming Language),1
Jxpath,1
Jython,1
K-Means Clustering,1
K-Nearest Neighbors Algorithm,1
Keras (Neural Network Library),1
Knowledge Graph,1
Linear Prediction,1
Linear Probing,1
Linear Programming,1
Linear Referencing,1
Linear Regression,1
Linear Search,1
Linq.js,1
Linux,1
Linux Administration,1
Linux Commands,1
Linux Console,1
Linux Desktop Testing Project,1
Linux Distribution,1
Linux Kernel,1
Linux Kernel API,1
Linux Mint,1
Linux On Embedded Systems,1
Linux On System Z,1
Linux Programs,1
Linux Security Modules,1
Linux Servers,1
Linux Support,1
Linux Swap Space,1
Linux Target Image Builder (LTIB),1
Linux Terminal Server Project,1
Linux Trace Toolkits,1
Linux Unified Key Setup,1
Linux Virtual Server,1
Linux-Powered Devices,1
Linux/GNU Certified Administrator,1
LinuxMCE,1
LinuxShield,1
Linuxconf,1
Linx,1
Localization,1
Log4cplus,1
Log4cpp,1
Log4j,1
Log4j2,1
Log4javascript,1
Log4php,1
Logistic Regression,1
Long Short-Term Memory (LSTM),1
ML.NET,1
Machine Learning,1
Machine Learning Algorithms,1
Machine Vision,1
Master Data Management,1
MicroStrategy,1
MicroStrategy Desktop,1
MicroStrategy Intelligence Server,1
MicroStrategy OLAP Services,1
MicroStrategy Object Manager,1
MicroStrategy Office,1
MicroStrategy Report Services,1
MicroStrategy Reporting Suite,1
